gFx,gFy,gFz
-0.0228,0.99857,0.00927
-0.0161875,0.993275,0.0358875
-0.016125,0.98105,0.04845
-0.0276,0.982125,0.0376875
-0.0367125,0.9829875,0.035112500000000005
-0.0403625,0.9892,0.0329625
-0.0340375,0.9873999999999999,0.03105
-0.02595,0.9794875000000001,0.0334875
-0.0257,0.983625,0.0337
-0.024183333333333334,0.9907916666666666,0.025191666666666668
-0.0106375,0.9869749999999999,0.0134875
-0.0031,0.9796625,0.01395
-0.0155625,0.985975,0.017375
-0.027414285714285714,0.9931714285714286,0.020214285714285712
-0.014610000000000001,0.97769,0.02399
-0.00845,0.9698,0.0232375
-0.0158125,0.978125,0.01635
-0.0184875,0.9914125,0.0087375
0.002025,0.996175,-0.011875
0.0436375,0.9970749999999999,-0.03275
0.06385,0.9859,-0.0275875
0.05235,0.9818875,-0.030950000000000002
0.020075,0.9814499999999999,-0.0502125
0.00655,0.9909250000000001,-0.0422125
0.011175000000000001,0.98885,-0.032975
0.0265625,0.982025,-0.032075
0.0033250000000000003,0.982975,-0.0352125
-0.068475,0.9711125,-0.0247125
-0.15560000000000002,0.936975,-0.0279125
-0.2193625,0.8983375,-0.0426
-0.2519375,0.9214249999999999,-0.055112499999999995
-0.22045555555555554,0.9718444444444445,-0.04833333333333333
-0.15145714285714287,1.026957142857143,-0.03382857142857143
-0.08758888888888888,1.1014111111111111,-0.0005111111111111111
-0.0484625,1.0970374999999999,0.0234
-0.0678,1.0256625,0.029225
-0.1386625,0.96585,0.0226125
-0.19155714285714284,0.9777571428571429,-0.0014
-0.2167777777777778,0.9942777777777777,-0.03833333333333333
-0.2197,0.98255,-0.0467625
-0.21256250000000002,0.97585,-0.0315625
-0.2080875,0.9788749999999999,-0.040275000000000005
-0.2127857142857143,0.9747857142857143,-0.05305714285714286
-0.2102111111111111,0.9690777777777778,-0.056544444444444446
-0.19555,0.9598625000000001,-0.056112499999999996
-0.1733,0.962675,-0.0586875
-0.1426125,0.957975,-0.0608625
-0.1404,0.9549,-0.071175
-0.1676375,0.9741125,-0.0893
-0.15904444444444443,1.007511111111111,-0.12995555555555555
-0.1373375,1.014225,-0.1501
-0.1210125,1.021825,-0.1374375
-0.0989,1.0166857142857142,-0.12834285714285715
-0.09214444444444445,0.9880666666666666,-0.1057
-0.0931875,0.959925,-0.0444375
-0.081,0.9465625,0.0126375
-0.0589375,1.0775875,-0.050475
-0.1956,1.0742285714285713,-0.1263
-0.22956666666666667,1.0644222222222222,-0.16478888888888887
0.009300000000000001,1.0767375,-0.390575
0.2911375,0.957775,-0.405775
0.4312875,0.7983125,-0.3155625
0.35964285714285715,0.7620857142857143,-0.25871428571428573
0.1388111111111111,0.9168333333333334,-0.24495555555555557
-0.062625,1.095575,-0.209825
-0.10162222222222222,1.1466777777777777,-0.15614444444444445
-0.0151375,1.0834375,-0.1446875
0.008216666666666667,1.0518333333333334,-0.12888333333333332
-0.027000000000000003,1.0240399999999998,-0.12971
-0.049125,1.03875,-0.1132125
-0.0014375,1.0153874999999999,-0.1221
0.0412,0.9544125,-0.108375
0.0578,0.9265125,-0.089925
0.07604999999999999,0.9285833333333334,-0.08476666666666666
0.07705,0.93041,-0.06648000000000001
0.06558749999999999,0.9164,-0.055575
0.06805,0.8754625,-0.062675
0.0754,0.846275,-0.0746375
0.03995,0.83325,-0.0489375
0.0060750000000000005,0.8321,-0.0163875
0.047537499999999996,0.835275,-0.0235
0.1276,0.8132874999999999,-0.034925
0.02712857142857143,0.7407428571428571,0.029928571428571433
-0.11994,0.68818,0.08065
-0.10205,0.8008625,0.0021750000000000007
-0.09125,0.994075,-0.07365
0.0007874999999999996,1.0614124999999999,-0.11805
0.019457142857142857,0.9205714285714286,-0.057628571428571425
-0.1517666666666667,0.7558111111111111,0.07991111111111111
-0.2667875,0.76905,0.05925
-0.1071,0.8687,-0.0983125
0.135825,1.0304625,-0.160625
0.2221875,1.1108500000000001,-0.0723375
0.2022142857142857,1.0584428571428572,0.10051428571428571
0.08588888888888889,0.9723888888888889,0.26320000000000005
0.057525,0.929325,0.25445
-0.055,0.9451375,0.1788875
-0.1015625,0.986275,-0.018075
-0.0995125,0.793625,-0.09608749999999999
-0.21418888888888887,0.9162555555555555,-0.050833333333333335
-0.1590125,1.29405,-0.1131125
-0.30155,1.4666000000000001,-0.12815
-0.1894625,1.36235,-0.318
0.042825,1.114325,-0.3215375
-0.071725,1.0613625,-0.1149375
-0.4405125,1.1330875,0.100775
-0.5123428571428571,1.3368428571428572,-0.03675714285714286
-0.11591111111111113,1.3333444444444444,-0.4947222222222222
