gFx,gFy,gFz
0.00283,0.9968999999999999,-0.04787
0.0033777777777777777,0.9913,-0.030877777777777775
0.009875,0.9857,-0.034425
0.015525,0.9859249999999999,-0.0469
0.0105375,0.990725,-0.0459625
0.0102875,0.9817,-0.039225
0.0195125,0.9857625,-0.038325
0.0160625,0.990275,-0.0263625
0.00981111111111111,0.9772888888888889,-0.016744444444444444
0.0069875,0.9843875,-0.02655
0.0047666666666666664,0.99155,-0.036
0.0042,0.9906900000000001,-0.034850000000000006
0.007525,0.9863999999999999,-0.0118
0.0022625,0.979325,0.0085375
-0.005075,0.9813375,0.0098
-0.012616666666666667,0.9853666666666667,-0.0007333333333333333
-0.01001,0.9891500000000001,-0.00554
0.0008500000000000001,0.988175,-0.0191625
0.007725,0.9923375,-0.0085
0.0030125,0.984025,0.001925
0.00795,0.983425,0.0011375
0.01675,0.9862625,-0.0038125
0.02148888888888889,0.9845444444444446,-0.013266666666666668
0.01655,0.9868375,-0.0095875
0.014614285714285715,0.9888428571428571,-0.011257142857142856
0.0116875,0.986325,-0.0087
0.0014444444444444446,0.9915,-0.016988888888888887
0.002125,0.9994125,-0.0478375
0.006228571428571429,1.000257142857143,-0.04775714285714285
0.016675000000000002,0.992675,-0.023075
0.0158375,0.988025,-0.016900000000000002
0.016033333333333333,0.9889666666666668,-0.026466666666666666
0.013962500000000001,0.9916375,-0.026162499999999998
0.0157875,0.982375,-0.0155
0.009275,0.9768125,-0.019387500000000002
-0.004825,0.9794875,-0.016025
-0.015075,0.9859,-0.0037749999999999997
-0.0076749999999999995,0.985275,-0.0019625
0.00018750000000000006,0.9856374999999999,-0.00047500000000000005
-0.0012000000000000001,0.982225,0.0020625
-0.030625,0.9822,-0.0018625
-0.03955555555555556,0.9854333333333334,0.0033555555555555556
-0.021175,0.982575,0.0108375
-0.009425,0.9712875000000001,-0.014575
-0.0142125,0.9818875,-0.030525
-0.0160875,0.9871,-0.0279
-0.009600000000000001,0.9809249999999999,-0.0201
0.0113875,0.9744125,-0.0171875
0.0172125,0.9802375,-0.0395875
0.0078875,0.990425,-0.0654375
0.0072375,0.990875,-0.080825
0.01715,0.9822875,-0.086275
0.018312500000000002,0.979975,-0.0701
0.0158875,0.985,-0.054875
0.018325,0.9831,-0.0492875
0.0259,0.9765874999999999,-0.0648125
0.034575,0.977175,-0.08020000000000001
0.040025000000000005,0.981825,-0.0990125
0.05221111111111111,0.9927555555555555,-0.12075555555555556
0.0584875,0.994575,-0.1405625
0.09445,1.0045375,-0.155
0.040325,0.9874875000000001,-0.162675
0.054425,0.9922,-0.158675
0.065425,0.9854625,-0.155175
0.05915,0.9812,-0.1543125
0.04175,0.980525,-0.143725
0.034112500000000004,0.9778375,-0.1299125
0.0244875,0.976825,-0.120325
0.0123375,0.9798250000000001,-0.136425
0.0121,0.993225,-0.1526
0.0254125,0.9908375,-0.14105
0.0267375,0.97095,-0.123325
0.0206625,0.9627375,-0.1248875
0.0162,0.9735625,-0.1412625
0.014822222222222221,0.9832222222222222,-0.15294444444444444
0.0247375,0.984325,-0.1597375
0.0337,0.97875,-0.1618875
0.0334875,0.97725,-0.16155
0.02832857142857143,0.9774285714285715,-0.15794285714285713
0.027466666666666667,0.9780777777777777,-0.15145555555555557
0.0312625,0.9761875,-0.149675
0.03485,0.9760875,-0.1588625
0.0347125,0.9787,-0.1610875
0.0340375,0.97795,-0.154175
0.0379375,0.974225,-0.1598375
0.0379875,0.9749125,-0.1656
0.0376,0.97805,-0.1648
0.045375,0.979775,-0.1601375
0.0436375,0.979925,-0.155275
0.04005,0.9822375,-0.152975
0.0466,0.976075,-0.159275
0.043055555555555555,0.9680666666666666,-0.16010000000000002
0.047375,0.9715374999999999,-0.1573125
0.048625,0.97455,-0.1600625
0.0487125,0.9742875,-0.159425
0.045725,0.973425,-0.15655
0.043025,0.9736125,-0.1587875
0.0409375,0.97565,-0.1597375
0.042362500000000004,0.977875,-0.15257500000000002
0.040912500000000004,0.9718375,-0.1540625
0.0405625,0.971125,-0.15103750000000002
0.03614285714285714,0.9730714285714285,-0.1542285714285714
0.03446666666666667,0.9765333333333334,-0.15246666666666664
0.0357125,0.9772375,-0.159225
0.034075,0.98215,-0.1682125
0.0376625,0.9857750000000001,-0.158825
0.037637500000000004,0.975225,-0.142375
0.03481111111111111,0.9689111111111112,-0.1386
