gFx,gFy,gFz
0.025769999999999998,1.00259,-0.02214
0.047212500000000004,0.9878125,-0.0154875
0.068425,0.9882375,-0.0129625
0.052337499999999995,0.9749,-0.012337500000000001
0.05168333333333333,0.9601166666666666,0.009583333333333334
0.02974,0.9688800000000001,0.00574
0.040925,1.01265,-0.0345375
0.060725,1.03675,-0.059824999999999996
0.0652125,1.0116875,-0.0582625
0.0585875,0.9917374999999999,-0.0403875
0.0334,0.9871624999999999,-0.0131375
-0.0033333333333333327,0.9816888888888889,-0.009122222222222223
-0.0326375,0.964325,-0.03065
-0.05305714285714286,0.9466142857142856,-0.03428571428571429
-0.08911111111111111,0.9664999999999999,-0.02431111111111111
-0.09665714285714286,0.9921,-0.045599999999999995
-0.11147777777777779,1.0060444444444443,-0.044222222222222225
-0.1179,1.031625,-0.031925
-0.08223333333333334,1.0588833333333334,-0.0101
-0.03852,1.06022,0.00986
-0.017146153846153846,1.0441846153846155,0.023130769230769233
-0.0445375,1.0466125,-0.0006249999999999999
-0.0698125,1.0790625,-0.047537499999999996
-0.05277142857142857,1.0669,-0.0784
-0.037222222222222226,1.022911111111111,-0.052033333333333334
-0.04395,0.99555,-0.058249999999999996
-0.046625,0.9948625,-0.066025
-0.042725,0.977125,-0.0925
-0.03321428571428572,0.9548714285714286,-0.10128571428571428
-0.03447,0.91654,-0.032589999999999994
-0.046085714285714285,0.8841428571428571,0.013985714285714285
-0.06137777777777778,0.8497888888888888,0.017044444444444445
-0.0827375,0.8245875,0.0121875
-0.09005714285714285,0.8289,0.004214285714285714
-0.09973333333333333,0.8668555555555556,0.0013999999999999998
-0.12589999999999998,0.9036625,-0.0142
-0.1045125,0.9107000000000001,-0.0406875
-0.096625,0.9360625,-0.0593
-0.1106,0.98378,-0.05488
-0.12839090909090908,1.042990909090909,-0.028763636363636366
-0.11215,1.1091,-0.0357875
-0.0646,1.1694625,-0.078625
-0.0304625,1.211225,-0.089075
-0.020114285714285716,1.2178714285714285,-0.08815714285714285
-0.04118888888888889,1.2180555555555557,-0.10181111111111112
