Person,gFx,gFy,gFz,Label
1,0.1363375,0.9704875,-0.1546124999999999,4
1,0.139325,0.96885,-0.15975,4
1,0.1473,0.9664875,-0.1704125,4
1,0.1533375,0.962075,-0.1703125,4
1,0.1559875,0.9638625,-0.1604875,4
1,0.1559,0.9670625,-0.1591624999999999,4
1,0.15275,0.968675,-0.159075,4
1,0.1484,0.9671625,-0.1564875,4
1,0.145775,0.966575,-0.1565,4
1,0.1519,0.9698375,-0.159525,4
1,0.1632222222222222,0.9692555555555556,-0.1654555555555555,4
1,0.1722142857142857,0.9711857142857144,-0.1668,4
1,0.1604555555555555,0.9705333333333334,-0.1568777777777777,4
1,0.13935,0.958825,-0.152,4
1,0.138125,0.9512375,-0.1551374999999999,4
1,0.1402499999999999,0.959475,-0.166125,4
1,0.1398333333333333,0.96945,-0.168,4
1,0.13892,0.97572,-0.1634,4
1,0.1364875,0.9705375,-0.1638375,4
1,0.13435,0.966675,-0.1679875,4
1,0.1372875,0.9633375,-0.169475,4
1,0.1426125,0.9637,-0.16235,4
1,0.149,0.96655,-0.16,4
1,0.150175,0.967325,-0.163575,4
1,0.1472625,0.9670375,-0.1666,4
1,0.1426125,0.9651375,-0.168775,4
1,0.1429375,0.9646875,-0.1723625,4
1,0.1453333333333333,0.9639333333333332,-0.1690777777777777,4
1,0.1474571428571428,0.964642857142857,-0.1656857142857142,4
1,0.1512777777777777,0.9646555555555556,-0.1667333333333333,4
1,0.1586625,0.9663125,-0.170725,4
1,0.1602833333333333,0.9668833333333334,-0.1713666666666666,4
1,0.15459,0.9646,-0.16687,4
1,0.1488875,0.9632125,-0.1636874999999999,4
1,0.146675,0.965,-0.1625125,4
1,0.1452,0.965875,-0.1638125,4
1,0.1452428571428571,0.9650142857142856,-0.1644,4
1,0.1486555555555555,0.9659555555555556,-0.1677777777777777,4
1,0.1519,0.966225,-0.1702749999999999,4
1,0.1465625,0.962875,-0.1709125,4
1,0.1449125,0.9654375,-0.166425,4
1,0.14345,0.9668625,-0.1699874999999999,4
1,0.144675,0.967475,-0.171,4
