Person,gFx,gFy,gFz,Label
1,-0.157775,0.9766,0.0718875,5
1,-0.1563428571428571,0.9756857142857144,0.0706714285714285,5
1,-0.1502444444444444,0.973388888888889,0.0719666666666666,5
1,-0.1461,0.9725222222222224,0.0745,5
1,-0.1436428571428571,0.9748285714285716,0.0728999999999999,5
1,-0.1425555555555555,0.975211111111111,0.0690222222222222,5
1,-0.1450875,0.973625,0.067725,5
1,-0.147425,0.97385,0.06845,5
1,-0.1494625,0.9743875,0.0714375,5
1,-0.1526,0.9734125,0.07075,5
1,-0.155475,0.973825,0.0752,5
1,-0.1554285714285714,0.9720428571428572,0.0789857142857142,5
1,-0.1533888888888889,0.9742888888888888,0.0740555555555555,5
1,-0.1503125,0.9784125,0.072875,5
1,-0.1487875,0.9809375,0.06745,5
1,-0.1473249999999999,0.9809375,0.0663125,5
1,-0.1481875,0.9786625,0.071125,5
1,-0.1460555555555555,0.9766222222222224,0.0723,5
1,-0.1441,0.9747142857142858,0.0684285714285714,5
1,-0.1429666666666667,0.978388888888889,0.0642888888888889,5
1,-0.1434571428571428,0.9787142857142858,0.0641,5
1,-0.144425,0.9804125,0.0763,5
1,-0.1476333333333333,0.9923,0.0827888888888888,5
1,-0.1571,1.0053,0.0484857142857142,5
1,-0.1547777777777778,0.9835666666666668,0.0477222222222222,5
1,-0.1328375,0.9497875,0.0529125,5
1,-0.1343428571428571,0.9395285714285714,0.0357,5
1,-0.1557,0.9514888888888888,0.0360888888888888,5
1,-0.1687875,0.9692,0.0578,5
1,-0.161775,0.973975,0.065,5
1,-0.149325,0.9750125,0.0661375,5
1,-0.1422125,0.97665,0.056225,5
1,-0.1411625,0.977125,0.054125,5
1,-0.1475875,0.9784625,0.0602625,5
1,-0.1476444444444444,0.9774222222222224,0.0666444444444444,5
1,-0.1480125,0.9767125,0.0656125,5
1,-0.1483833333333333,0.9771833333333334,0.0649833333333333,5
1,-0.14284,0.98036,0.0617299999999999,5
1,-0.1403625,0.98245,0.0597,5
1,-0.1414142857142857,0.9794714285714284,0.0568571428571428,5
1,-0.1428777777777777,0.9754222222222224,0.0582777777777777,5
1,-0.144175,0.9749375,0.06305,5
1,-0.14495,0.9752,0.065625,5
1,-0.1475874999999999,0.9768875,0.0624875,5
1,-0.147925,0.9760875,0.0636,5
1,-0.1465,0.9736375,0.066125,5
1,-0.1463875,0.9738625,0.065675,5
1,-0.1457125,0.9748125,0.0644125,5
1,-0.1473125,0.9754125,0.06435,5
1,-0.1474875,0.9782125,0.0621,5
1,-0.1460375,0.9787,0.05965,5
1,-0.1415875,0.978075,0.060475,5
1,-0.1376,0.977775,0.0603125,5
1,-0.1380666666666666,0.9769111111111112,0.0621666666666666,5
1,-0.141425,0.978175,0.061475,5
1,-0.142975,0.97715,0.0596125,5
1,-0.1431857142857142,0.9760285714285716,0.0579428571428571,5
1,-0.1394888888888888,0.9790444444444444,0.0597111111111111,5
1,-0.1378625,0.9795625,0.0597624999999999,5
1,-0.1373,0.9756125,0.0606,5
