Person,gFx,gFy,gFz,Label
1,0.2035625,0.8927875,0.0258875,1
1,0.1908571428571428,0.9041,0.0057285714285714,1
1,0.1765888888888889,0.9245666666666666,-0.0079777777777777,1
1,0.15745,0.9347625,-0.003725,1
1,0.15015,0.934475,0.01705,1
1,0.158375,0.9195125,0.04405,1
1,0.1608571428571428,0.9099,0.0650571428571428,1
1,0.1673888888888889,0.9013,0.0823444444444444,1
1,0.18375,0.897825,0.0502125,1
1,0.17305,0.9587875,0.0108375,1
1,0.1631777777777777,1.0344444444444445,-0.0301333333333333,1
1,0.1467375,1.085075,-0.0544124999999999,1
1,0.0877625,1.11205,-0.0171875,1
1,0.0085875,1.2432625,0.0328875,1
1,0.127675,1.348925,-0.0559625,1
1,0.297,1.320875,-0.278525,1
1,0.4697875,1.1142625,-0.300125,1
1,0.5036625,0.8413625,-0.08185,1
1,0.436625,0.6603875,0.0643125,1
1,0.3255875,0.6403875,0.0583375,1
1,0.2209875,0.800125,-0.0563125,1
1,0.181475,1.006075,-0.15755,1
1,0.1748875,1.068775,-0.28025,1
1,0.196525,1.017275,-0.3326125,1
1,0.233125,0.958475,-0.23995,1
1,0.2735625,0.928475,-0.115425,1
1,0.2971777777777777,0.8826666666666667,-0.0423111111111111,1
1,0.2885,0.8406,-0.0486,1
1,0.2665888888888889,0.8453222222222222,-0.0837111111111111,1
1,0.2314375,0.895775,-0.1231625,1
1,0.1830875,0.93845,-0.1390625,1
1,0.127425,0.9467,-0.1344,1
1,0.0590125,0.9341375,-0.1137,1
1,-0.0037625,0.929425,-0.103175,1
1,-0.0350125,0.9488875,-0.0966625,1
1,-0.0273375,0.971125,-0.084275,1
1,0.0087142857142857,0.9947142857142858,-0.0754571428571428,1
1,0.0663444444444444,1.0164777777777776,-0.0713444444444444,1
1,0.1210499999999999,1.0140875,-0.05655,1
1,0.136275,0.979175,-0.047,1
1,0.1248,0.9599375,-0.0448375,1
1,0.09925,0.9864,-0.0470999999999999,1
1,0.0538875,1.0041375,-0.0364,1
1,0.023025,1.0131375,-0.0473125,1
1,0.080325,1.06645,-0.074875,1
1,0.1455444444444444,1.1273222222222223,0.0042333333333333,1
1,0.1624833333333333,1.1083999999999998,-0.00245,1
1,0.2031,1.11219,-0.04994,1
1,0.21995,1.0496,-0.1758,1
1,0.280625,1.00195,-0.3254375,1
1,0.310925,0.9613,-0.3257875,1
1,0.3002375,0.890925,-0.2002,1
1,0.2756875,0.8729875,-0.0392875,1
1,0.2396375,0.8848625,0.0391375,1
1,0.2183875,0.9004,0.0218499999999999,1
1,0.244225,0.9380875,-0.0579125,1
1,0.2734571428571429,0.9802714285714286,-0.1144857142857142,1
1,0.2833333333333333,1.0004444444444445,-0.1397222222222222,1
1,0.291575,0.987125,-0.1409125,1
1,0.2915125,0.9771875,-0.1079125,1
1,0.2912375,0.9760875,-0.053675,1
1,0.2898875,0.9578875,-0.0007374999999999,1
1,0.2707888888888889,0.9133888888888888,0.0384333333333333,1
1,0.2386375,0.8734999999999999,0.0496874999999999,1
1,0.213175,0.845925,0.0334625,1
1,0.1965375,0.8381875,0.0147,1
1,0.1904999999999999,0.8606999999999999,0.0101857142857142,1
1,0.1821444444444444,0.8902111111111112,0.0384555555555555,1
1,0.1695,0.90415,0.0776125,1
1,0.1378625,0.9058,0.09505,1
1,0.0888125,0.905425,0.1012125,1
1,0.047325,0.919175,0.0955999999999999,1
1,0.047875,0.97645,0.049275,1
1,0.0772375,1.0387625,0.026025,1
1,0.1345125,1.0903,-0.0108,1
1,0.174675,1.1241625,0.002625,1
