Person,gFx,gFy,gFz,Label
2,-0.492575,0.2132125,0.8342375,6
2,-0.4898,0.212475,0.8327249999999999,6
2,-0.4912375,0.21025,0.8395625,6
2,-0.4934,0.2087375,0.8393625,6
2,-0.4928666666666667,0.2101666666666666,0.8348333333333334,6
2,-0.4896749999999999,0.2127125,0.8329625,6
2,-0.4877749999999999,0.21135,0.8383125,6
2,-0.48965,0.2086125,0.84135,6
2,-0.494,0.2088875,0.834875,6
2,-0.491275,0.211675,0.8341625,6
2,-0.4896,0.2110333333333333,0.8352166666666667,6
2,-0.49104,0.2105,0.83711,6
2,-0.490825,0.2087125,0.8377749999999999,6
2,-0.4894125,0.2107875,0.837,6
2,-0.4890875,0.2107625,0.8359875,6
2,-0.49105,0.2098875,0.8359875,6
2,-0.4916625,0.2099375,0.83565,6
2,-0.4891749999999999,0.2106625,0.83665,6
2,-0.4896625,0.2107,0.8375125,6
2,-0.4894125,0.21025,0.8367875,6
2,-0.488725,0.2100874999999999,0.83395,6
2,-0.489875,0.21005,0.8382875,6
2,-0.4905555555555556,0.2095777777777777,0.8390222222222222,6
2,-0.4906125,0.20885,0.8427125,6
2,-0.487775,0.210225,0.8307875,6
2,-0.4871571428571428,0.2119714285714285,0.8345142857142857,6
2,-0.4900444444444444,0.2070444444444444,0.8433333333333333,6
2,-0.4951375,0.2059,0.8346,6
2,-0.489525,0.212,0.8316,6
2,-0.488225,0.214725,0.8315625,6
2,-0.49245,0.2103875,0.8352125,6
2,-0.48915,0.2105624999999999,0.839,6
2,-0.4853,0.210775,0.843575,6
2,-0.4910875,0.2040374999999999,0.8387125,6
2,-0.494975,0.2036375,0.8327625,6
2,-0.4897375,0.208975,0.8331999999999999,6
2,-0.4900875,0.2106125,0.836775,6
2,-0.48985,0.2092375,0.8360875,6
2,-0.489475,0.209175,0.8360625,6
2,-0.4902111111111111,0.2095888888888888,0.8356222222222223,6
2,-0.48985,0.2098249999999999,0.83805,6
2,-0.4873625,0.2112625,0.834125,6
2,-0.48955,0.2098,0.837275,6
2,-0.4902875,0.20675,0.8421875,6
2,-0.4922,0.207,0.8353875,6
2,-0.489625,0.2105125,0.83525,6
2,-0.4854125,0.2110375,0.8371625,6
2,-0.485775,0.2099625,0.8403375,6
2,-0.48935,0.2082625,0.8389875,6
2,-0.4914375,0.209525,0.8336375,6
2,-0.4896875,0.210875,0.8356875,6
2,-0.4893,0.2105874999999999,0.835375,6
2,-0.48975,0.2091875,0.83855,6
2,-0.48995,0.20945,0.836475,6
2,-0.4901666666666667,0.2109333333333333,0.8360444444444445,6
2,-0.4890125,0.2115625,0.83875,6
2,-0.490125,0.2101125,0.838025,6
2,-0.4886142857142857,0.2113571428571428,0.8376142857142856,6
2,-0.4894777777777778,0.2114666666666666,0.8380555555555556,6
2,-0.4895375,0.2111125,0.8395,6
2,-0.48895,0.2108,0.8385,6
2,-0.487875,0.211675,0.837775,6
2,-0.489225,0.2114625,0.836225,6
2,-0.4910375,0.21235,0.8351125,6
2,-0.4916125,0.21195,0.83315,6
2,-0.4915625,0.2128625,0.8360125,6
2,-0.4910875,0.2118875,0.838775,6
2,-0.4920125,0.2128875,0.8399625,6
2,-0.4902875,0.2131625,0.8343125,6
2,-0.48915,0.2163999999999999,0.824175,6
2,-0.4926857142857143,0.2123714285714285,0.8466142857142857,6
2,-0.49851,0.21063,0.82842,6
2,-0.4924714285714286,0.2155999999999999,0.8326714285714285,6
2,-0.4887333333333333,0.2203444444444444,0.8335666666666667,6
2,-0.492725,0.2169625,0.829225,6
2,-0.48805,0.216725,0.84,6
2,-0.4883375,0.214625,0.8403499999999999,6
2,-0.4968749999999999,0.2088875,0.8348,6
2,-0.4994875,0.208575,0.829125,6
2,-0.4924625,0.2152625,0.83175,6
2,-0.491875,0.2173749999999999,0.8341999999999999,6
2,-0.4928125,0.2152875,0.8316625,6
2,-0.492775,0.2165375,0.8296125,6
2,-0.4913875,0.2183375,0.8318375,6
2,-0.493925,0.2174249999999999,0.8364625,6
2,-0.495675,0.218075,0.8260875,6
2,-0.4929125,0.218075,0.8258125000000001,6
2,-0.493625,0.2188375,0.833025,6
2,-0.4968555555555556,0.2140222222222222,0.8362111111111111,6
2,-0.4948,0.2168142857142857,0.8323,6
2,-0.4885857142857142,0.2235428571428571,0.8339,6
2,-0.4867199999999999,0.22128,0.8369899999999999,6
2,-0.4961375,0.2148,0.8361375,6
2,-0.4959,0.2177375,0.8305875,6
2,-0.491375,0.2217375,0.8289,6
2,-0.4938,0.2208,0.83245,6
2,-0.4946399999999999,0.21878,0.8322799999999999,6
2,-0.4933875,0.2201125,0.8304375,6
