Person,gFx,gFy,gFz,Label
2,0.0063625,0.907975,-0.1828875,2
2,-0.0095666666666666,0.9788333333333332,-0.2557666666666666,2
2,0.0252142857142857,0.9284714285714284,-0.2601714285714285,2
2,0.06935,0.8560125000000001,-0.2079,2
2,0.1255777777777778,0.7911222222222222,-0.1317333333333333,2
2,0.16095,0.7516499999999999,-0.1225625,2
2,0.1894375,0.7496499999999999,-0.1492375,2
2,0.1913125,0.746575,-0.162675,2
2,0.154175,0.7473375,-0.173425,2
2,0.137975,0.759575,-0.1854125,2
2,0.1369625,0.7909125,-0.19475,2
2,0.1747875,0.8169875,-0.1997749999999999,2
2,0.193325,0.8588625,-0.1785625,2
2,0.1536857142857143,0.8721714285714286,-0.1538571428571428,2
2,0.1317,0.8497,-0.1422666666666666,2
2,0.1546124999999999,0.84805,-0.147525,2
2,0.1454875,0.902075,-0.155475,2
2,0.1263,0.945925,-0.1435875,2
2,0.1343222222222222,0.9339666666666666,-0.1287555555555555,2
2,0.135725,0.925125,-0.1336125,2
2,0.157725,0.9469875,-0.171675,2
2,0.1799625,1.0001,-0.1974125,2
2,0.1796571428571428,1.0450714285714289,-0.1865714285714285,2
2,0.1658375,1.0553375,-0.1509125,2
2,0.1418666666666666,1.0342555555555557,-0.0827,2
2,0.09255,1.0376875,-0.0070624999999999,2
2,0.0967249999999999,1.1065875,-0.0684,2
2,0.130875,1.2237875,-0.11195,2
2,0.2054375,1.356,-0.2011375,2
2,0.3193125,1.3679375,-0.3289375,2
2,0.2841125,1.272125,-0.26635,2
2,0.2334,1.2042875,-0.2126125,2
2,0.22665,1.0919625,-0.2775249999999999,2
2,0.2,0.9975875,-0.3246375,2
2,0.102825,0.9190375,-0.334925,2
2,0.0790555555555555,0.8276111111111111,-0.3344666666666667,2
2,0.1818125,0.768675,-0.3347,2
2,0.1608285714285714,0.7357714285714286,-0.3091857142857143,2
2,0.0115555555555555,0.7169111111111112,-0.3247,2
2,-0.0522857142857142,0.7192714285714287,-0.3919,2
2,0.0828444444444444,0.7093444444444444,-0.3810444444444444,2
2,0.2651875,0.7518375,-0.3161,2
